alarm_id,alarm_level,uav_id,reason,area_id,sim_time
ALM_00396,3,UAV_005,enter_no_fly_area,AREA_002,140.5
ALM_00397,3,UAV_003,enter_no_fly_area,AREA_002,141.0
ALM_00398,3,UAV_004,enter_no_fly_area,AREA_002,141.0
ALM_00399,3,UAV_005,enter_no_fly_area,AREA_002,141.0
ALM_00400,3,UAV_003,enter_no_fly_area,AREA_002,141.5
ALM_00401,3,UAV_004,enter_no_fly_area,AREA_002,141.5
ALM_00402,3,UAV_005,enter_no_fly_area,AREA_002,141.5
ALM_00403,3,UAV_003,enter_no_fly_area,AREA_002,142.0
ALM_00404,3,UAV_004,enter_no_fly_area,AREA_002,142.0
ALM_00405,3,UAV_005,enter_no_fly_area,AREA_002,142.0
ALM_00406,3,UAV_003,enter_no_fly_area,AREA_002,142.5
ALM_00407,3,UAV_004,enter_no_fly_area,AREA_002,142.5
ALM_00408,3,UAV_005,enter_no_fly_area,AREA_002,142.5
ALM_00409,3,UAV_003,enter_no_fly_area,AREA_002,143.0
ALM_00410,3,UAV_004,enter_no_fly_area,AREA_002,143.0
ALM_00411,3,UAV_005,enter_no_fly_area,AREA_002,143.0
ALM_00412,3,UAV_003,enter_no_fly_area,AREA_002,143.5
ALM_00413,3,UAV_004,enter_no_fly_area,AREA_002,143.5
ALM_00414,3,UAV_005,enter_no_fly_area,AREA_002,143.5
ALM_00415,3,UAV_003,enter_no_fly_area,AREA_002,144.0
ALM_00416,3,UAV_004,enter_no_fly_area,AREA_002,144.0
ALM_00417,3,UAV_005,enter_no_fly_area,AREA_002,144.0
ALM_00418,3,UAV_003,enter_no_fly_area,AREA_002,144.5
ALM_00419,3,UAV_004,enter_no_fly_area,AREA_002,144.5
ALM_00420,3,UAV_005,enter_no_fly_area,AREA_002,144.5
ALM_00421,3,UAV_003,enter_no_fly_area,AREA_002,145.0
ALM_00422,3,UAV_004,enter_no_fly_area,AREA_002,145.0
ALM_00423,3,UAV_005,enter_no_fly_area,AREA_002,145.0
ALM_00424,3,UAV_003,enter_no_fly_area,AREA_002,145.5
ALM_00425,3,UAV_004,enter_no_fly_area,AREA_002,145.5
ALM_00426,3,UAV_005,enter_no_fly_area,AREA_002,145.5
ALM_00427,3,UAV_003,enter_no_fly_area,AREA_002,146.0
ALM_00428,3,UAV_004,enter_no_fly_area,AREA_002,146.0
ALM_00429,3,UAV_005,enter_no_fly_area,AREA_002,146.0
ALM_00430,3,UAV_003,enter_no_fly_area,AREA_002,146.5
ALM_00431,3,UAV_004,enter_no_fly_area,AREA_002,146.5
ALM_00432,3,UAV_005,enter_no_fly_area,AREA_002,146.5
ALM_00433,3,UAV_003,enter_no_fly_area,AREA_002,147.0
ALM_00434,3,UAV_004,enter_no_fly_area,AREA_002,147.0
ALM_00435,3,UAV_005,enter_no_fly_area,AREA_002,147.0
ALM_00436,3,UAV_003,enter_no_fly_area,AREA_002,147.5
ALM_00437,3,UAV_004,enter_no_fly_area,AREA_002,147.5
ALM_00438,3,UAV_005,enter_no_fly_area,AREA_002,147.5
ALM_00439,3,UAV_003,enter_no_fly_area,AREA_002,148.0
ALM_00440,3,UAV_004,enter_no_fly_area,AREA_002,148.0
ALM_00441,3,UAV_005,enter_no_fly_area,AREA_002,148.0
ALM_00442,3,UAV_003,enter_no_fly_area,AREA_002,148.5
ALM_00443,3,UAV_004,enter_no_fly_area,AREA_002,148.5
ALM_00444,3,UAV_005,enter_no_fly_area,AREA_002,148.5
ALM_00445,3,UAV_003,enter_no_fly_area,AREA_002,149.0
ALM_00446,3,UAV_004,enter_no_fly_area,AREA_002,149.0
ALM_00447,3,UAV_005,enter_no_fly_area,AREA_002,149.0
ALM_00448,3,UAV_003,enter_no_fly_area,AREA_002,149.5
ALM_00449,3,UAV_004,enter_no_fly_area,AREA_002,149.5
ALM_00450,3,UAV_005,enter_no_fly_area,AREA_002,149.5
ALM_00451,3,UAV_003,enter_no_fly_area,AREA_002,150.0
ALM_00452,3,UAV_004,enter_no_fly_area,AREA_002,150.0
ALM_00453,3,UAV_005,enter_no_fly_area,AREA_002,150.0
ALM_00454,3,UAV_003,enter_no_fly_area,AREA_002,150.5
ALM_00455,3,UAV_004,enter_no_fly_area,AREA_002,150.5
ALM_00456,3,UAV_005,enter_no_fly_area,AREA_002,150.5
ALM_00457,3,UAV_003,enter_no_fly_area,AREA_002,151.0
ALM_00458,3,UAV_004,enter_no_fly_area,AREA_002,151.0
ALM_00459,3,UAV_005,enter_no_fly_area,AREA_002,151.0
ALM_00460,3,UAV_003,enter_no_fly_area,AREA_002,151.5
ALM_00461,3,UAV_004,enter_no_fly_area,AREA_002,151.5
ALM_00462,3,UAV_005,enter_no_fly_area,AREA_002,151.5
ALM_00463,3,UAV_003,enter_no_fly_area,AREA_002,152.0
ALM_00464,3,UAV_004,enter_no_fly_area,AREA_002,152.0
ALM_00465,3,UAV_005,enter_no_fly_area,AREA_002,152.0
ALM_00466,3,UAV_003,enter_no_fly_area,AREA_002,152.5
ALM_00467,3,UAV_004,enter_no_fly_area,AREA_002,152.5
ALM_00468,3,UAV_005,enter_no_fly_area,AREA_002,152.5
ALM_00469,3,UAV_003,enter_no_fly_area,AREA_002,153.0
ALM_00470,3,UAV_004,enter_no_fly_area,AREA_002,153.0
ALM_00471,3,UAV_005,enter_no_fly_area,AREA_002,153.0
ALM_00472,3,UAV_003,enter_no_fly_area,AREA_002,153.5
ALM_00473,3,UAV_004,enter_no_fly_area,AREA_002,153.5
ALM_00474,3,UAV_005,enter_no_fly_area,AREA_002,153.5
ALM_00475,3,UAV_003,enter_no_fly_area,AREA_002,154.0
ALM_00476,3,UAV_004,enter_no_fly_area,AREA_002,154.0
ALM_00477,3,UAV_005,enter_no_fly_area,AREA_002,154.0
ALM_00478,3,UAV_001,enter_no_fly_area,AREA_002,154.5
ALM_00479,3,UAV_003,enter_no_fly_area,AREA_002,154.5
ALM_00480,3,UAV_004,enter_no_fly_area,AREA_002,154.5
ALM_00481,3,UAV_005,enter_no_fly_area,AREA_002,154.5
ALM_00482,3,UAV_001,enter_no_fly_area,AREA_002,155.0
ALM_00483,3,UAV_003,enter_no_fly_area,AREA_002,155.0
ALM_00484,3,UAV_004,enter_no_fly_area,AREA_002,155.0
ALM_00485,3,UAV_005,enter_no_fly_area,AREA_002,155.0
ALM_00486,3,UAV_001,enter_no_fly_area,AREA_002,155.5
ALM_00487,3,UAV_002,enter_no_fly_area,AREA_002,155.5
ALM_00488,3,UAV_003,enter_no_fly_area,AREA_002,155.5
ALM_00489,3,UAV_004,enter_no_fly_area,AREA_002,155.5
ALM_00490,3,UAV_005,enter_no_fly_area,AREA_002,155.5
