id,name,category,shape,altMax,altMin,spaceType,timeValid,daysActive,timeRange,capacity.small,capacity.medium,capacity.large,czml
KY25000033,监视居住点1,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,6900,120,1,"{""id"": ""KY25000033"", ""name"": ""监视居住点1"", ""polygon"": {""positions"": {""cartographicDegrees"": [119.87335299208355, 30.593881146506433, 0, 119.87335180914968, 30.593879786449055, 0, 119.87335094448632, 30.593878259151115, 0, 119.87335042895442, 30.59387661912366, 0, 119.87335028095384, 30.59387492490119, 0, 119.87335050576684, 30.593873236952504, 0, 119.87335109536964, 30.593871615522435, 0, 119.87335202871856, 30.59387011848173, 0, 119.87335327250128, 30.59386879926152, 0, 119.87335478232576, 30.59386770494629, 0, 119.87335650430455, 30.59386687459345, 0, 119.87386736787136, 30.59367258316574, 0, 119.8738692848756, 30.59367203768296, 0, 119.87387128797351, 30.59367181979345, 0, 119.87387330235492, 30.593671937634763, 0, 119.8738752527883, 30.59367238680588, 0, 119.8738770664303, 30.593673150531473, 0, 119.87387867554646, 30.593674200288525, 0, 119.87402823836833, 30.59379301235388, 0, 119.87402987186177, 30.593794666604683, 0, 119.8740309972016, 30.593796609623535, 0, 119.87408865489606, 30.593936256900783, 0, 119.87408915701828, 30.593938020320405, 0, 119.87408923743456, 30.593939834617867, 0, 119.87408889286716, 30.59394162584486, 0, 119.87408813736016, 30.59394332099336, 0, 119.87408700170704, 30.593944850971376, 0, 119.87408553219548, 30.593946153419065, 0, 119.87408378872075, 30.593947175250385, 0, 119.8740818423446, 30.59394787481686, 0, 119.87407977239872, 30.59394822360509, 0, 119.87361424492715, 30.59398527053216, 0, 119.873612070009, 30.59398524788139, 0, 119.87360994767327, 30.59398483807366, 0, 119.873399909994, 30.593923927915217, 0, 119.87339828739628, 30.593923321327697, 0, 119.8733968069494, 30.593922487786767, 0, 119.87339551109828, 30.59392145119034, 0, 119.87335299208355, 30.593881146506433, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000032,监视居住点2,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,2400,48,1,"{""id"": ""KY25000032"", ""name"": ""监视居住点2"", ""polygon"": {""positions"": {""cartographicDegrees"": [119.8890697989668, 30.602774174243297, 0, 119.88906818820408, 30.602773035790328, 0, 119.88906687201693, 30.602771644809252, 0, 119.8890659027778, 30.602770056648705, 0, 119.8890653190538, 30.60276833450334, 0, 119.88906514407188, 30.602766546899197, 0, 119.88906538479482, 30.602764764966988, 0, 119.88906603164386, 30.602763059611725, 0, 119.88906705888026, 30.60276149869133, 0, 119.88914191728318, 30.60267033914851, 0, 119.88914322920628, 30.602669029561905, 0, 119.88914480807398, 30.60266796029675, 0, 119.88914659551452, 30.602667170884477, 0, 119.88914852544512, 30.60266669051015, 0, 119.88915052651495, 30.60266653693352, 0, 119.88915252474324, 30.60266671583239, 0, 119.88915444625424, 30.602667220592775, 0, 119.88936989171512, 30.602743989285425, 0, 119.88937158095422, 30.602744753556685, 0, 119.88937308051266, 30.602745769532554, 0, 119.88937434036472, 30.602747003319777, 0, 119.88937531848136, 30.60274841375887, 0, 119.88937598223232, 30.602749953797176, 0, 119.88937630947468, 30.602751572058565, 0, 119.88939386545032, 30.602938004236105, 0, 119.8893938240338, 30.6029398104323, 0, 119.88939336404324, 30.602941573061553, 0, 119.88939250404034, 30.602943220997417, 0, 119.8893912787284, 30.6029446877416, 0, 119.88938973755172, 30.602945914107327, 0, 119.88938794270062, 30.602946850607708, 0, 119.88938596660176, 30.60294745945264, 0, 119.88938388899568, 30.60294771607371, 0, 119.88938179371888, 30.60294761011563, 0, 119.88937976532098, 30.60294714585406, 0, 119.8893778856529, 30.60294634202311, 0, 119.88923683066962, 30.602869931732013, 0, 119.88923660382817, 30.602869805296063, 0, 119.8890697989668, 30.602774174243297, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000030,环中制水有限公司,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,212925,4248,120,"{""id"": ""KY25000030"", ""name"": ""环中制水有限公司"", ""polygon"": {""positions"": {""cartographicDegrees"": [119.94456783566366, 30.54615459427023, 0, 119.94422939023497, 30.545476990936944, 0, 119.94722258207528, 30.54486192059686, 0, 119.94749765405072, 30.54609422733125, 0, 119.94749274768844, 30.546704290314967, 0, 119.94615446606568, 30.546627945834285, 0, 119.9453660680624, 30.546625157334212, 0, 119.94456783566366, 30.54615459427023, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000020,体育馆,限飞区,圆形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,101400,2016,60,"{""id"": ""KY25000020"", ""name"": ""体育馆"", ""position"": {""cartographicDegrees"": [119.99354438355267, 30.544812973103735, 60.0]}, ""ellipse"": {""semiMinorAxis"": ""83"", ""semiMajorAxis"": ""83"", ""material"": {""solidColor"": {""color"": {""rgba"": [255, 165, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000054,德清西站,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,60000,1200,30,"{""id"": ""KY25000054"", ""name"": ""德清西站"", ""polygon"": {""positions"": {""cartographicDegrees"": [119.9534446347842, 30.53838672239305, 0, 119.95395680207704, 30.538335142845, 0, 119.95448500335937, 30.53828709970813, 0, 119.9544244186098, 30.53732453330742, 0, 119.9544090348764, 30.53718859138112, 0, 119.95330889503106, 30.53725842615674, 0, 119.9534446347842, 30.53838672239305, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000053,德清高铁站,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,999825,19992,590,"{""id"": ""KY25000053"", ""name"": ""德清高铁站"", ""polygon"": {""positions"": {""cartographicDegrees"": [120.05616380356554, 30.55015726349812, 0, 120.05545960956358, 30.55003078735053, 0, 120.05519388687738, 30.550260766481664, 0, 120.05466241256816, 30.549875563787538, 0, 120.0543900320688, 30.549461613251605, 0, 120.05416414849974, 30.548794694818433, 0, 120.05405785128528, 30.54855322574827, 0, 120.05394491543224, 30.54833475458763, 0, 120.0538984080904, 30.548012795078137, 0, 120.05382533040552, 30.54780582111742, 0, 120.05377882300566, 30.54743424614548, 0, 120.05381202880253, 30.546819070910455, 0, 120.05413087579548, 30.545818692042317, 0, 120.05472208079811, 30.54487579749519, 0, 120.05496121433892, 30.54445609343349, 0, 120.05557235586429, 30.544249103797664, 0, 120.0558845723846, 30.544174353653368, 0, 120.05625657174588, 30.544042108393647, 0, 120.05658207464232, 30.54401334963545, 0, 120.05668171620287, 30.543984600187347, 0, 120.05662189144736, 30.542828978737507, 0, 120.05638272229162, 30.541932080130895, 0, 120.05636942955316, 30.54175959856545, 0, 120.05753192831094, 30.54170205010487, 0, 120.05839552069229, 30.541972225585976, 0, 120.05616380356554, 30.55015726349812, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000031,英宏水务有限公司,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,57075,1128,30,"{""id"": ""KY25000031"", ""name"": ""英宏水务有限公司"", ""polygon"": {""positions"": {""cartographicDegrees"": [119.85184339079515, 30.56026913737983, 0, 119.8531398962862, 30.560142677018565, 0, 119.85360539931192, 30.561098802917517, 0, 119.85305672757596, 30.56112000380188, 0, 119.85280353312736, 30.561325649991048, 0, 119.85253687311476, 30.56103017783032, 0, 119.8519730900958, 30.560462299532073, 0, 119.85184339079515, 30.56026913737983, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000019,德清体育中心,限飞区,圆形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,178125,3552,100,"{""id"": ""KY25000019"", ""name"": ""德清体育中心"", ""position"": {""cartographicDegrees"": [119.9918325780129, 30.5437877625632, 60.0]}, ""ellipse"": {""semiMinorAxis"": ""110"", ""semiMajorAxis"": ""110"", ""material"": {""solidColor"": {""color"": {""rgba"": [255, 165, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000018,三人篮球馆,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,54975,1080,30,"{""id"": ""KY25000018"", ""name"": ""三人篮球馆"", ""polygon"": {""positions"": {""cartographicDegrees"": [119.96911895092478, 30.51542861401729, 0, 119.9689703368694, 30.51533951207681, 0, 119.96894993242958, 30.51522173977865, 0, 119.96893231060923, 30.51515304968573, 0, 119.9689055213324, 30.515064079239256, 0, 119.968896705965, 30.51498008660238, 0, 119.96894840731692, 30.514919203037223, 0, 119.96899757112804, 30.51487782860641, 0, 119.96905620333062, 30.514858589836468, 0, 119.96995551332628, 30.514730430622222, 0, 119.97081289565068, 30.514724078527856, 0, 119.97088132211556, 30.51496637878904, 0, 119.97089766696016, 30.515163157551378, 0, 119.97086396608778, 30.51525723824567, 0, 119.97023669571077, 30.515296000662374, 0, 119.9701081747593, 30.51534203315292, 0, 119.96999523284036, 30.515381758850083, 0, 119.96984538861426, 30.515385554709912, 0, 119.96971626979808, 30.515377156612303, 0, 119.9695976732825, 30.51536268401833, 0, 119.9694917526012, 30.515352904565955, 0, 119.96946940729516, 30.51532712719012, 0, 119.96941241897989, 30.515330648672546, 0, 119.9693578844516, 30.515377501575845, 0, 119.9692692427272, 30.51536665426335, 0, 119.96919802343444, 30.51538737998085, 0, 119.96911895092478, 30.51542861401729, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000017,德清大剧院,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,299250,5976,170,"{""id"": ""KY25000017"", ""name"": ""德清大剧院"", ""polygon"": {""positions"": {""cartographicDegrees"": [119.96661391751393, 30.517830622161263, 0, 119.96628648080775, 30.517550825498965, 0, 119.96610549703358, 30.5171765575685, 0, 119.96615577692904, 30.516845036879097, 0, 119.96631831419836, 30.51656524124681, 0, 119.96663892129774, 30.51634069610548, 0, 119.96718940613935, 30.516281474618896, 0, 119.96765150221404, 30.51638157725994, 0, 119.96805983322258, 30.516311366058417, 0, 119.96930342556124, 30.51673886501328, 0, 119.96959603842453, 30.516804064873284, 0, 119.96969354525066, 30.51691261192463, 0, 119.96973309277811, 30.517091493579628, 0, 119.96985831299826, 30.51740595395968, 0, 119.96976394800085, 30.517883410888047, 0, 119.9693322859916, 30.51826565955826, 0, 119.96874528576278, 30.51836892035017, 0, 119.96765326361448, 30.518291220837774, 0, 119.9668503230496, 30.517995317592344, 0, 119.96661391751393, 30.517830622161263, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000014,漂莱特(中国)有限公司,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,220650,4392,130,"{""id"": ""KY25000014"", ""name"": ""漂莱特(中国)有限公司"", ""polygon"": {""positions"": {""cartographicDegrees"": [120.104169680542, 30.545063093420247, 0, 120.1035599746555, 30.5444908746112, 0, 120.10252714647272, 30.545071178684054, 0, 120.10181119712726, 30.54570493981968, 0, 120.10105646094544, 30.54626101024588, 0, 120.1001400722437, 30.54700887563697, 0, 120.09989895441312, 30.547275682442557, 0, 120.10056347308344, 30.547914304622303, 0, 120.104169680542, 30.545063093420247, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000013,浙江润禾有机硅新材料有限公司,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,198600,3960,110,"{""id"": ""KY25000013"", ""name"": ""浙江润禾有机硅新材料有限公司"", ""polygon"": {""positions"": {""cartographicDegrees"": [120.01481532118645, 30.55432589609769, 0, 120.01290021136606, 30.554606896972043, 0, 120.01289413224372, 30.55499809600639, 0, 120.01323550342056, 30.555856673436228, 0, 120.01343042396095, 30.556018409174396, 0, 120.01396863391562, 30.556503072998307, 0, 120.0141734354391, 30.556611611602083, 0, 120.0144450038522, 30.5566576289199, 0, 120.01485263449314, 30.556662013015895, 0, 120.01530421832162, 30.55660945137003, 0, 120.01481532118645, 30.55432589609769, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000009,浙江金投能源有限公司,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,91575,1824,50,"{""id"": ""KY25000009"", ""name"": ""浙江金投能源有限公司"", ""polygon"": {""positions"": {""cartographicDegrees"": [120.18589193801532, 30.580152875195772, 0, 120.18611573678687, 30.58065597785583, 0, 120.18610725083046, 30.581012632514117, 0, 120.18575156526882, 30.58106005598875, 0, 120.18509174679124, 30.580972974361018, 0, 120.18420966879752, 30.580899086769342, 0, 120.18413209230316, 30.580890729091756, 0, 120.18413439998363, 30.57999139717048, 0, 120.1841096713422, 30.57993250259136, 0, 120.1843287699024, 30.57990829324036, 0, 120.18442435247717, 30.579892832103837, 0, 120.18455080686186, 30.579968317909437, 0, 120.18540119739856, 30.58005728723051, 0, 120.1858647031434, 30.58009379781403, 0, 120.18589193801532, 30.580152875195772, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000008,德清合能石化有限公司,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,300,1,1,"{""id"": ""KY25000008"", ""name"": ""德清合能石化有限公司"", ""polygon"": {""positions"": {""cartographicDegrees"": [120.25832509273548, 30.622802467993974, 0, 120.25836876360852, 30.62269005538231, 0, 120.25842567795316, 30.622712707429177, 0, 120.25837632466244, 30.62282356490717, 0, 120.25834380125686, 30.622817311034087, 0, 120.25832509273548, 30.622802467993974, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000005,浙江五龙新材股份有限公司,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,1414125,28272,830,"{""id"": ""KY25000005"", ""name"": ""浙江五龙新材股份有限公司"", ""polygon"": {""positions"": {""cartographicDegrees"": [120.31796636458958, 30.63068032445921, 0, 120.31872878780143, 30.630581352001386, 0, 120.31911721662676, 30.63068109565231, 0, 120.31984966130236, 30.63064095006727, 0, 120.3206709533365, 30.630514043315337, 0, 120.3211136728181, 30.63046644346243, 0, 120.32156716515225, 30.630359971179907, 0, 120.32179627897676, 30.630440112764887, 0, 120.32207349497942, 30.63032905950155, 0, 120.32193779696344, 30.6298399634858, 0, 120.3215110124943, 30.62864287314744, 0, 120.32063234653096, 30.62619673889404, 0, 120.32014330216184, 30.624819440480373, 0, 120.3191199797201, 30.621943566963083, 0, 120.31751892674342, 30.622323912568746, 0, 120.31820697230758, 30.62453130778239, 0, 120.31646333219076, 30.624906473508045, 0, 120.31628383941108, 30.624954662326104, 0, 120.31796636458958, 30.63068032445921, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000006,湖州杭华功能材料有限公司,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,349050,6960,200,"{""id"": ""KY25000006"", ""name"": ""湖州杭华功能材料有限公司"", ""polygon"": {""positions"": {""cartographicDegrees"": [120.30983462800408, 30.630209341843337, 0, 120.31003090475627, 30.63053648460726, 0, 120.31058301440412, 30.630796384448463, 0, 120.31129312893154, 30.630975096602494, 0, 120.3120633021681, 30.631123288834974, 0, 120.31260280262524, 30.631210209768067, 0, 120.31304311619746, 30.63125551199107, 0, 120.3131645785926, 30.631258743241396, 0, 120.31296166662196, 30.628798464317317, 0, 120.3097632954088, 30.628801568987164, 0, 120.30983462800408, 30.630209341843337, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000002,浙江拓普药业股份有限公司,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,312525,6240,180,"{""id"": ""KY25000002"", ""name"": ""浙江拓普药业股份有限公司"", ""polygon"": {""positions"": {""cartographicDegrees"": [120.18409778636048, 30.642810434951063, 0, 120.1842728095766, 30.642374826978173, 0, 120.18437413920032, 30.641212446044772, 0, 120.18435897023858, 30.63973101881467, 0, 120.18271310205527, 30.63995672776455, 0, 120.1822352394425, 30.641508417247255, 0, 120.18183005170236, 30.643062342002423, 0, 120.18409778636048, 30.642810434951063, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000007,浙江思达包装材料有限公司,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,76875,1536,40,"{""id"": ""KY25000007"", ""name"": ""浙江思达包装材料有限公司"", ""polygon"": {""positions"": {""cartographicDegrees"": [120.3179816221708, 30.63387500596243, 0, 120.31916538254823, 30.633710990171267, 0, 120.3190548522006, 30.63246538153149, 0, 120.31788195821824, 30.632523448337476, 0, 120.3179816221708, 30.63387500596243, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000012,浙江威昇作物科技有限公司,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,345225,6888,200,"{""id"": ""KY25000012"", ""name"": ""浙江威昇作物科技有限公司"", ""polygon"": {""positions"": {""cartographicDegrees"": [120.30994890893336, 30.63086192187119, 0, 120.31210143434296, 30.631491373011333, 0, 120.31217807746935, 30.633878722791287, 0, 120.31217474518527, 30.634468134345635, 0, 120.31005518372254, 30.634572211341272, 0, 120.3099565513641, 30.634217235585172, 0, 120.31019718646156, 30.634143879313783, 0, 120.30995742283164, 30.63111735599758, 0, 120.30995742283164, 30.63111735599758, 0, 120.30994890893336, 30.63086192187119, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000003,浙江大桥油漆有限公司,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,452775,9048,260,"{""id"": ""KY25000003"", ""name"": ""浙江大桥油漆有限公司"", ""polygon"": {""positions"": {""cartographicDegrees"": [120.31229351574412, 30.63448162768464, 0, 120.31303071700478, 30.63443391324923, 0, 120.3138575612438, 30.63440211722339, 0, 120.31468240223188, 30.634343486283992, 0, 120.3154575573044, 30.634216752254293, 0, 120.31538639639189, 30.633340544564717, 0, 120.31532491124516, 30.63141218996508, 0, 120.31320354277388, 30.63154476959271, 0, 120.3130000737878, 30.63157725372787, 0, 120.31219551234848, 30.631417044687502, 0, 120.31229351574412, 30.63448162768464, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
KY25000011,湖州远邦新材料有限公司,限飞区,多边形,120,0,WG,是,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",00:00:00-23:59:59,138300,2760,80,"{""id"": ""KY25000011"", ""name"": ""湖州远邦新材料有限公司"", ""polygon"": {""positions"": {""cartographicDegrees"": [120.28927509806137, 30.63101801775413, 0, 120.29000414050996, 30.63091321486122, 0, 120.29013080403466, 30.630878953214363, 0, 120.29028653612176, 30.630845543731713, 0, 120.29033810175726, 30.63083084525172, 0, 120.2897939482284, 30.628766238083603, 0, 120.28832207386108, 30.628937888479157, 0, 120.28927509806137, 30.63101801775413, 0]}, ""material"": {""solidColor"": {""color"": {""rgba"": [255, 0, 0, 100]}}}, ""extrudedHeight"": 120, ""height"": 0}}"
